 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,18,18,18,41.276,8.739,0.156,18,2,1,0,2
2,0.000,0,0,0,6.693,33.374,0.000,0,2,1,0,2
