 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,255,255,255,34.622,25.087,2.185,255,2,1,0,2
2,0.000,9,9,9,6.017,18.792,0.077,9,2,1,0,2
