Nr	TID	PID	x [micron]	y [micron]	t [sec]	c [idx]	I [val]	Len [micron]	D2S [micron]	D2R [micron]	D2P [micron]	v [micron/sec]	? [deg]	?? [deg]
1	1	1	20.284	21.256	0	2	37	0	0	NA	NA	NA	NA	NA
2	1	2	20.527	21.256	0	2	27	0.243	0.243	NA	0.243	NA	0	NA
3	1	3	20.965	21.305	0	2	37	0.683	0.682	NA	0.44	NA	6.34	6.34
4	1	4	20.965	21.256	0	2	27	0.732	0.681	NA	0.049	NA	-90	-96.34
5	1	5	21.013	21.208	0	2	55	0.801	0.731	NA	0.069	NA	-45	45
6	1	6	21.013	21.208	0	2	18	0.801	0.731	NA	0	NA	0	45
7	1	7	20.624	21.11	0	2	18	1.202	0.37	NA	0.401	NA	-165.964	-165.964
8	1	8	20.673	21.11	0	2	55	1.25	0.415	NA	0.049	NA	0	165.964
9	1	9	20.916	21.159	0	2	93	1.498	0.639	NA	0.248	NA	11.31	11.31
10	1	10	21.256	21.013	0	2	0	1.868	1.002	NA	0.37	NA	-23.199	-34.509
11	1	11	21.645	20.965	0	2	9	2.26	1.392	NA	0.392	NA	-7.125	16.074
12	1	12	21.694	21.062	0	2	9	2.369	1.423	NA	0.109	NA	63.435	70.56
13	1	13	21.548	21.11	0	2	0	2.523	1.272	NA	0.154	NA	161.565	98.13
14	1	14	21.062	20.77	0	2	9	3.116	0.917	NA	0.593	NA	-145.008	53.427
15	1	15	21.256	21.013	0	2	18	3.427	1.002	NA	0.311	NA	51.34	-163.652
16	1	16	21.256	21.062	0	2	0	3.476	0.992	NA	0.049	NA	90	38.66
17	1	17	20.867	21.11	0	2	27	3.868	0.601	NA	0.392	NA	172.875	82.875
18	1	18	21.062	21.208	0	2	18	4.085	0.779	NA	0.217	NA	26.565	-146.31
19	1	19	21.208	21.305	0	2	27	4.261	0.925	NA	0.175	NA	33.69	7.125
20	1	20	21.208	21.305	0	2	18	4.261	0.925	NA	0	NA	0	-33.69
21	1	21	21.11	21.256	0	2	27	4.369	0.826	NA	0.109	NA	-153.435	-153.435
22	1	22	21.159	21.256	0	2	18	4.418	0.875	NA	0.049	NA	0	153.435
23	1	23	21.159	21.256	0	2	27	4.418	0.875	NA	0	NA	0	0
24	1	24	21.353	21.208	0	2	18	4.618	1.071	NA	0.2	NA	-14.036	-14.036
25	1	25	21.353	21.208	0	2	27	4.618	1.071	NA	0	NA	0	14.036
26	1	26	21.742	21.159	0	2	18	5.01	1.462	NA	0.392	NA	-7.125	-7.125
27	1	27	21.742	21.159	0	2	0	5.01	1.462	NA	0	NA	0	7.125
28	1	28	21.694	21.159	0	2	0	5.059	1.413	NA	0.049	NA	180	180
29	2	1	13.527	22.52	0	2	18	0	0	NA	NA	NA	NA	NA
30	2	2	13.089	21.791	0	2	46	0.85	0.85	NA	0.85	NA	-120.964	NA
31	2	3	12.603	21.791	0	2	0	1.337	1.177	NA	0.486	NA	180	-59.036
32	3	1	7.693	17.707	0	2	65	0	0	NA	NA	NA	NA	NA
33	3	2	7.985	17.61	0	2	18	0.307	0.307	NA	0.307	NA	-18.435	NA
