 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,5,5,5,27.841,23.259,0.017,5,2,1,0,2
2,0.000,0,0,0,2.996,1.821,0.000,0,2,1,0,2
