 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,49.220,31.727,0,0,2,25,0,2
2,0.000,0,0,0,3.803,36.181,0,0,2,25,0,2
