Nr	TID	PID	x [micron]	y [micron]	t [sec]	c [idx]	I [val]	Len [micron]	D2S [micron]	D2R [micron]	D2P [micron]	v [micron/sec]	? [deg]	?? [deg]
1	1	1	22.397	35.357	0	2	55	0	0	NA	NA	NA	NA	NA
2	1	2	22.184	35.003	0	2	102	0.413	0.413	NA	0.413	NA	-120.964	NA
3	1	3	22.184	35.003	0	2	46	0.413	0.413	NA	0	NA	0	120.964
4	1	4	22.255	34.861	0	2	55	0.571	0.516	NA	0.158	NA	-63.435	-63.435
5	1	5	22.255	34.861	0	2	102	0.571	0.516	NA	0	NA	0	63.435
6	1	6	21.689	34.861	0	2	18	1.138	0.864	NA	0.567	NA	180	180
7	1	7	20.272	34.153	0	2	9	2.721	2.442	NA	1.584	NA	-153.435	26.565
8	2	1	24.592	36.136	0	2	18	0	0	NA	NA	NA	NA	NA
9	2	2	24.946	36.207	0	2	9	0.361	0.361	NA	0.361	NA	11.31	NA
10	2	3	24.592	35.994	0	2	9	0.774	0.142	NA	0.413	NA	-149.036	-160.346
11	2	4	24.026	35.144	0	2	0	1.795	1.142	NA	1.021	NA	-123.69	25.346
12	2	5	22.822	35.357	0	2	0	3.018	1.934	NA	1.223	NA	169.992	-66.318
13	2	6	22.538	35.569	0	2	18	3.372	2.13	NA	0.354	NA	143.13	-26.862
14	2	7	23.672	35.499	0	2	0	4.507	1.12	NA	1.135	NA	-3.576	-146.706
15	2	8	23.884	35.357	0	2	27	4.763	1.053	NA	0.255	NA	-33.69	-30.114
16	2	9	24.026	35.64	0	2	0	5.079	0.753	NA	0.317	NA	63.435	97.125
17	2	10	23.813	35.144	0	2	9	5.619	1.261	NA	0.539	NA	-113.199	-176.634
18	2	11	23.813	34.79	0	2	18	5.973	1.555	NA	0.354	NA	-90	23.199
19	2	12	24.238	35.215	0	2	9	6.574	0.986	NA	0.601	NA	45	135
20	2	13	24.167	35.074	0	2	9	6.732	1.144	NA	0.158	NA	-116.565	-161.565
21	2	14	24.167	34.861	0	2	55	6.945	1.344	NA	0.212	NA	-90	26.565
22	2	15	24.38	34.79	0	2	18	7.169	1.362	NA	0.224	NA	-18.435	71.565
23	2	16	24.097	35.215	0	2	18	7.679	1.046	NA	0.511	NA	123.69	142.125
24	2	17	23.672	34.649	0	2	46	8.388	1.749	NA	0.708	NA	-126.87	109.44
25	2	18	24.238	34.507	0	2	9	8.972	1.667	NA	0.584	NA	-14.036	112.834
26	2	19	24.097	34.507	0	2	9	9.113	1.703	NA	0.142	NA	180	-165.964
27	2	20	24.451	34.932	0	2	0	9.666	1.212	NA	0.553	NA	50.194	-129.806
28	2	21	24.876	34.295	0	2	9	10.432	1.863	NA	0.766	NA	-56.31	-106.504
29	2	22	25.159	34.153	0	2	27	10.749	2.062	NA	0.317	NA	-26.565	29.745
30	2	23	24.592	34.082	0	2	37	11.32	2.054	NA	0.571	NA	-172.875	-146.31
31	3	1	20.201	34.365	0	2	9	0	0	NA	NA	NA	NA	NA
32	3	2	20.697	34.436	0	2	0	0.501	0.501	NA	0.501	NA	8.13	NA
33	3	3	20.485	34.436	0	2	9	0.713	0.292	NA	0.212	NA	180	171.87
34	3	4	20.626	34.436	0	2	0	0.855	0.431	NA	0.142	NA	0	-180
35	3	5	21.122	34.365	0	2	9	1.356	0.921	NA	0.501	NA	-8.13	-8.13
36	3	6	21.122	34.365	0	2	18	1.356	0.921	NA	0	NA	0	8.13
37	3	7	21.193	34.365	0	2	0	1.426	0.991	NA	0.071	NA	0	0
38	3	8	20.414	34.082	0	2	0	2.255	0.354	NA	0.829	NA	-160.017	-160.017
39	3	9	20.343	34.153	0	2	0	2.356	0.255	NA	0.1	NA	135	-64.983
40	3	10	21.405	34.224	0	2	0	3.42	1.212	NA	1.065	NA	3.814	-131.186
41	3	11	21.122	33.728	0	2	9	3.991	1.12	NA	0.571	NA	-119.745	-123.559
42	3	12	21.193	34.011	0	2	0	4.283	1.053	NA	0.292	NA	75.964	-164.291
43	3	13	21.122	34.436	0	2	18	4.714	0.923	NA	0.431	NA	99.462	23.499
44	3	14	21.689	34.436	0	2	9	5.281	1.489	NA	0.567	NA	0	-99.462
45	3	15	21.83	34.436	0	2	0	5.422	1.63	NA	0.142	NA	0	0
46	3	16	21.972	34.436	0	2	46	5.564	1.772	NA	0.142	NA	0	0
47	3	17	23.955	34.79	0	2	93	7.578	3.777	NA	2.014	NA	10.125	10.125
48	3	18	27.354	35.003	0	2	37	10.984	7.181	NA	3.406	NA	3.576	-6.548
49	3	19	27.567	35.003	0	2	9	11.197	7.393	NA	0.212	NA	0	-3.576
50	3	20	27.354	34.72	0	2	102	11.551	7.162	NA	0.354	NA	-126.87	-126.87
51	3	21	27.354	34.79	0	2	27	11.622	7.165	NA	0.071	NA	90	-143.13
52	3	22	27.283	34.578	0	2	46	11.845	7.085	NA	0.224	NA	-108.435	161.565
53	3	23	27.567	34.578	0	2	18	12.129	7.368	NA	0.283	NA	0	108.435
54	3	24	27.283	34.578	0	2	46	12.412	7.085	NA	0.283	NA	180	180
55	3	25	27.354	34.578	0	2	27	12.483	7.156	NA	0.071	NA	0	-180
56	3	26	27.354	34.72	0	2	9	12.624	7.162	NA	0.142	NA	90	90
57	3	27	26.929	34.932	0	2	27	13.1	6.752	NA	0.475	NA	153.435	63.435
58	3	28	26.929	34.79	0	2	9	13.241	6.741	NA	0.142	NA	-90	116.565
59	3	29	26.929	34.578	0	2	37	13.454	6.731	NA	0.212	NA	-90	0
60	3	30	26.929	34.507	0	2	9	13.524	6.729	NA	0.071	NA	-90	0
