 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,26.192,4.869,0,0,2,4,0,2
2,0.000,0,0,0,8.443,20.954,0,0,2,4,0,2
