 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,17.436,30.893,0,0,2,1,0,2
2,0.000,0,0,0,27.383,10.415,0,0,2,1,0,2
