 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,40.124,34.696,0.000,0,2,148,0,2
2,0.000,11,11,11,26.820,4.364,0.125,11,2,148,0,2
