 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,14.549,6.316,0,0,2,1,0,2
2,0.000,0,0,0,39.813,24.023,0,0,2,1,0,2
