 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,32.501,8.432,0,0,2,19,0,2
2,0.000,0,0,0,14.485,27.601,0,0,2,19,0,2
