 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,13,13,13,0.558,27.778,0.050,13,2,4,0,2
2,0.000,6,6,6,30.630,15.501,0.023,6,2,4,0,2
