 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,37.275,10.976,0,0,2,33,0,2
2,0.000,0,0,0,6.630,24.383,0,0,2,33,0,2
