 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,30.363,43.837,0,0,2,1,0,2
2,0.000,0,0,0,14.120,10.890,0,0,2,1,0,2
