 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,22.919,18.226,0,0,2,1,0,2
2,0.000,0,0,0,6.174,5.137,0,0,2,1,0,2
