 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,32.777,9.296,0,0,2,1,0,2
2,0.000,0,0,0,4.200,22.379,0,0,2,1,0,2
