 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,18,18,18,25.027,41.743,0.157,18,2,1,0,2
2,0.000,0,0,0,23.346,4.669,0.000,0,2,1,0,2
