 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,65.232,43.239,0.000,0,2,19,0,2
2,0.000,18,18,18,29.624,61.940,0.403,18,2,19,0,2
