 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,33.759,31.421,0,0,2,25,0,2
2,0.000,0,0,0,6.452,33.384,0,0,2,25,0,2
