 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,38.298,25.802,0,0,2,1,0,2
2,0.000,0,0,0,4.787,14.362,0,0,2,1,0,2
