 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,26.740,12.247,0,0,2,1,0,2
2,0.000,0,0,0,26.515,52.694,0,0,2,1,0,2
