 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,25.287,14.080,0,0,2,1,0,2
2,0.000,0,0,0,8.261,26.867,0,0,2,1,0,2
