 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,120,120,120,34.964,6.856,0.564,120,3,2,0,2
2,0.000,140,140,140,7.884,14.534,0.658,140,3,2,0,2
