 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,93,93,93,43.528,15.256,1.059,93,3,1,0,2
2,0.000,75,75,75,2.454,33.499,0.854,75,3,1,0,2
