 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,31,31,31,51.575,11.703,0.574,31,3,1,0,2
2,0.000,15,15,15,42.185,51.575,0.278,15,3,1,0,2
