 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,13,13,13,26.490,24.555,0.072,13,2,1,0,2
2,0.000,33,33,33,2.083,28.201,0.183,33,2,1,0,2
