Nr	TID	PID	x [micron]	y [micron]	t [sec]	c [idx]	I [val]	Len [micron]	D2S [micron]	D2R [micron]	D2P [micron]	v [micron/sec]	? [deg]	?? [deg]
1	1	1	11.067	19.076	0	2	18	0	0	NA	NA	NA	NA	NA
2	1	2	11.284	19.032	0	2	18	0.222	0.222	NA	0.222	NA	-11.31	NA
3	1	3	11.284	19.032	0	2	55	0.222	0.222	NA	0	NA	0	11.31
4	1	4	11.284	18.902	0	2	18	0.353	0.279	NA	0.131	NA	-90	-90
5	1	5	11.284	18.902	0	2	46	0.353	0.279	NA	0	NA	0	90
6	1	6	11.284	18.902	0	2	9	0.353	0.279	NA	0	NA	0	0
7	1	7	11.415	18.902	0	2	9	0.483	0.389	NA	0.131	NA	0	0
8	1	8	11.459	18.858	0	2	37	0.545	0.448	NA	0.062	NA	-45	-45
9	1	9	11.459	18.815	0	2	27	0.588	0.471	NA	0.044	NA	-90	-45
10	1	10	11.459	18.902	0	2	9	0.675	0.429	NA	0.087	NA	90	180
11	1	11	11.372	19.076	0	2	0	0.87	0.305	NA	0.195	NA	116.565	26.565
12	1	12	11.11	18.902	0	2	55	1.184	0.179	NA	0.314	NA	-146.31	97.125
13	1	13	11.459	18.902	0	2	9	1.532	0.429	NA	0.348	NA	0	146.31
14	1	14	11.459	18.902	0	2	27	1.532	0.429	NA	0	NA	0	0
15	1	15	11.459	18.902	0	2	27	1.532	0.429	NA	0	NA	0	0
16	1	16	11.546	18.902	0	2	9	1.619	0.509	NA	0.087	NA	0	0
17	1	17	11.546	18.989	0	2	37	1.706	0.487	NA	0.087	NA	90	90
18	1	18	11.459	19.032	0	2	37	1.803	0.394	NA	0.097	NA	153.435	63.435
19	1	19	11.633	18.945	0	2	37	1.998	0.581	NA	0.195	NA	-26.565	-180
20	1	20	11.546	18.902	0	2	9	2.095	0.509	NA	0.097	NA	-153.435	-126.87
21	1	21	11.763	18.771	0	2	9	2.349	0.76	NA	0.254	NA	-30.964	122.471
22	1	22	11.763	18.771	0	2	18	2.349	0.76	NA	0	NA	0	30.964
23	1	23	11.807	18.641	0	2	9	2.487	0.858	NA	0.138	NA	-71.565	-71.565
24	1	24	11.807	18.684	0	2	37	2.53	0.837	NA	0.044	NA	90	161.565
25	1	25	11.807	18.684	0	2	9	2.53	0.837	NA	0	NA	0	-90
26	1	26	11.807	18.684	0	2	9	2.53	0.837	NA	0	NA	0	0
