 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,10.265,6.762,0.000,0,2,1,0,2
2,0.000,11,11,11,27.374,39.350,0.073,11,2,1,0,2
