 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,23.092,13.621,0,0,2,1,0,2
2,0.000,0,0,0,25.427,56.691,0,0,2,1,0,2
