 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,44.148,15.884,0,0,2,35,0,2
2,0.000,0,0,0,19.855,39.593,0,0,2,35,0,2
