 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,9,9,9,28.419,22.025,0.045,9,2,12,0,2
2,0.000,0,0,0,4.405,21.101,0.000,0,2,12,0,2
