Nr	TID	PID	x [micron]	y [micron]	t [sec]	c [idx]	I [val]	Len [micron]	D2S [micron]	D2R [micron]	D2P [micron]	v [micron/sec]	? [deg]	?? [deg]
1	1	1	12.215	20.97	0	2	83	0	0	NA	NA	NA	NA	NA
2	1	2	12.215	20.97	0	2	37	0	0	NA	0	NA	0	NA
3	1	3	12.215	20.97	0	2	83	0	0	NA	0	NA	0	0
4	1	4	12.514	20.97	0	2	74	0.299	0.299	NA	0.299	NA	0	0
5	1	5	12.589	20.97	0	2	102	0.374	0.374	NA	0.075	NA	0	0
6	1	6	12.589	20.97	0	2	83	0.374	0.374	NA	0	NA	0	0
7	1	7	12.664	20.97	0	2	37	0.449	0.449	NA	0.075	NA	0	0
8	1	8	12.739	21.568	0	2	83	1.052	0.795	NA	0.603	NA	82.875	82.875
9	1	9	12.365	21.119	0	2	74	1.637	0.212	NA	0.584	NA	-129.806	147.319
10	1	10	12.589	21.344	0	2	37	1.954	0.529	NA	0.317	NA	45	174.806
11	1	11	12.589	21.568	0	2	93	2.179	0.706	NA	0.224	NA	90	45
12	1	12	12.589	21.942	0	2	83	2.553	1.042	NA	0.374	NA	90	0
13	1	13	12.44	21.942	0	2	74	2.702	0.998	NA	0.15	NA	180	90
14	1	14	12.066	21.793	0	2	93	3.105	0.837	NA	0.403	NA	-158.199	21.801
15	1	15	11.991	21.718	0	2	27	3.211	0.781	NA	0.106	NA	-135	23.199
16	1	16	11.691	21.793	0	2	46	3.52	0.976	NA	0.309	NA	165.964	-59.036
17	1	17	11.691	21.793	0	2	46	3.52	0.976	NA	0	NA	0	-165.964
18	1	18	11.617	21.793	0	2	18	3.594	1.018	NA	0.075	NA	180	180
19	1	19	11.317	21.643	0	2	74	3.929	1.122	NA	0.335	NA	-153.435	26.565
20	1	20	11.317	21.568	0	2	37	4.004	1.079	NA	0.075	NA	-90	63.435
21	1	21	11.317	21.344	0	2	27	4.228	0.973	NA	0.224	NA	-90	0
22	1	22	11.467	21.344	0	2	18	4.378	0.837	NA	0.15	NA	0	90
23	1	23	11.317	21.269	0	2	18	4.545	0.946	NA	0.167	NA	-153.435	-153.435
24	1	24	11.317	21.269	0	2	18	4.545	0.946	NA	0	NA	0	153.435
25	1	25	11.242	21.045	0	2	9	4.782	0.976	NA	0.237	NA	-108.435	-108.435
26	1	26	10.943	20.296	0	2	18	5.588	1.439	NA	0.806	NA	-111.801	-3.366
27	1	27	10.943	20.296	0	2	9	5.588	1.439	NA	0	NA	0	111.801
28	1	28	11.018	20.446	0	2	27	5.755	1.307	NA	0.167	NA	63.435	63.435
29	1	29	10.868	19.922	0	2	0	6.3	1.706	NA	0.545	NA	-105.945	-169.38
30	1	30	10.494	19.922	0	2	18	6.674	2.015	NA	0.374	NA	180	-74.055
31	1	31	10.494	20.221	0	2	18	6.973	1.877	NA	0.299	NA	90	-90
32	1	32	10.419	19.922	0	2	37	7.282	2.079	NA	0.309	NA	-104.036	165.964
33	1	33	10.794	20.072	0	2	18	7.685	1.681	NA	0.403	NA	21.801	125.838
34	1	34	10.868	19.324	0	2	27	8.437	2.127	NA	0.752	NA	-84.289	-106.091
35	1	35	11.242	19.772	0	2	65	9.021	1.543	NA	0.584	NA	50.194	134.484
36	1	36	10.943	20.147	0	2	55	9.5	1.515	NA	0.479	NA	128.66	78.465
37	1	37	10.644	20.371	0	2	18	9.874	1.681	NA	0.374	NA	143.13	14.47
