# # # # # # # # # # # # # # # 
# Posititve Runlenghts
# # # # # # # # # # # # # # # 

Runlength [my], Inst. Velocity [my / s]
  9.982037,   7.684401
  3.421980,   0.526864
  4.529622,   0.498144
 10.208383,   1.964662
  3.306087,   2.545102


# # # # # # # # # # # # # # # 
# Negative Runlenghts
# # # # # # # # # # # # # # # 

Runlength [my], Inst. Velocity [my / s]
  6.684883,   2.573088
  9.997144,   3.848016
# # # # # # # # # # # # # # #
