 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,41.884,17.912,0,0,2,1,0,2
2,0.000,0,0,0,7.542,46.463,0,0,2,1,0,2
