 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,30.763,9.626,0.000,0,2,1,0,2
2,0.000,40,40,40,1.212,23.291,0.181,40,2,1,0,2
