 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,9,9,9,47.206,43.488,0.114,9,2,1,0,2
2,0.000,0,0,0,10.478,34.813,0.000,0,2,1,0,2
