 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,17.632,7.935,0,0,2,4,0,2
2,0.000,0,0,0,17.534,44.571,0,0,2,4,0,2
