 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,23.090,7.140,0,0,2,1,0,2
2,0.000,0,0,0,2.015,19.405,0,0,2,1,0,2
