Nr	TID	PID	x [micron]	y [micron]	t [sec]	c [idx]	I [val]	Len [micron]	D2S [micron]	D2R [micron]	D2P [micron]	v [micron/sec]	? [deg]	?? [deg]
1	1	1	25.561	21.446	0	2	11	0	0	NA	NA	NA	NA	NA
2	1	2	25.845	21.446	0	2	58	0.284	0.284	NA	0.284	NA	0	NA
3	1	3	24.993	22.439	0	2	11	1.592	1.144	NA	1.308	NA	130.601	130.601
4	1	4	23.716	23.078	0	2	34	3.02	2.463	NA	1.428	NA	153.435	22.834
5	1	5	23.432	23.361	0	2	11	3.421	2.864	NA	0.401	NA	135	-18.435
6	1	6	23.219	23.432	0	2	23	3.646	3.071	NA	0.224	NA	161.565	26.565
7	1	7	23.787	23.503	0	2	0	4.218	2.717	NA	0.572	NA	7.125	-154.44
8	1	8	23.078	23.503	0	2	11	4.927	3.225	NA	0.71	NA	180	172.875
9	1	9	23.149	23.149	0	2	11	5.289	2.953	NA	0.362	NA	-78.69	101.31
10	1	10	23.503	23.149	0	2	23	5.644	2.671	NA	0.355	NA	0	78.69
11	1	11	23.503	23.149	0	2	11	5.644	2.671	NA	0	NA	0	0
12	1	12	23.574	23.078	0	2	23	5.744	2.571	NA	0.1	NA	-45	-45
13	1	13	23.361	22.723	0	2	58	6.158	2.543	NA	0.414	NA	-120.964	-75.964
14	1	14	23.574	22.794	0	2	34	6.382	2.401	NA	0.224	NA	18.435	139.399
15	1	15	23.503	22.723	0	2	34	6.483	2.422	NA	0.1	NA	-135	-153.435
16	1	16	23.858	23.007	0	2	11	6.937	2.31	NA	0.454	NA	38.66	173.66
17	2	1	24.993	22.723	0	2	46	0	0	NA	NA	NA	NA	NA
18	2	2	26.2	21.02	0	2	46	2.087	2.087	NA	2.087	NA	-54.689	NA
19	2	3	26.625	20.381	0	2	34	2.854	2.854	NA	0.767	NA	-56.31	-1.621
20	2	4	26.767	20.027	0	2	34	3.236	3.227	NA	0.382	NA	-68.199	-11.889
21	3	1	20.949	24.142	0	2	0	0	0	NA	NA	NA	NA	NA
22	3	2	21.871	24.568	0	2	11	1.016	1.016	NA	1.016	NA	24.775	NA
23	3	3	21.8	24.639	0	2	0	1.116	0.986	NA	0.1	NA	135	110.225
24	3	4	22.084	24.639	0	2	0	1.4	1.239	NA	0.284	NA	0	-135
25	3	5	22.368	24.639	0	2	11	1.684	1.503	NA	0.284	NA	0	0
26	3	6	21.659	24.639	0	2	0	2.393	0.866	NA	0.71	NA	180	180
