 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,36.092,15.230,0.000,0,2,1,0,2
2,0.000,10,10,10,15.021,44.541,0.109,10,2,1,0,2
