 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,29.207,27.493,0,0,2,1,0,2
2,0.000,0,0,0,4.681,22.086,0,0,2,1,0,2
