 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,36.368,12.568,0,0,2,1,0,2
2,0.000,0,0,0,8.201,40.379,0,0,2,1,0,2
