 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,15.545,23.107,0,0,2,1,0,2
2,0.000,0,0,0,35.011,64.840,0,0,2,1,0,2
