 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,32.347,10.638,0,0,2,1,0,2
2,0.000,0,0,0,14.871,43.419,0,0,2,1,0,2
