 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,9,9,9,39.768,13.903,0.059,9,2,22,0,2
2,0.000,27,27,27,1.212,18.268,0.176,27,2,22,0,2
