 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,63.191,49.283,0.000,0,2,1,0,2
2,0.000,50,50,50,29.435,31.865,0.912,50,2,1,0,2
