 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,153,153,153,24.161,21.886,0.449,153,3,50,0,2
2,0.000,153,153,153,2.492,14.626,0.449,153,3,50,0,2
