 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,23.414,8.483,0,0,2,1,0,2
2,0.000,0,0,0,2.431,17.214,0,0,2,1,0,2
