 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,11,11,11,14.165,40.393,0.135,11,2,7,0,2
2,0.000,0,0,0,36.962,8.189,0.000,0,2,7,0,2
