Nr	TID	PID	x [micron]	y [micron]	t [sec]	c [idx]	I [val]	Len [micron]	D2S [micron]	D2R [micron]	D2P [micron]	v [micron/sec]	? [deg]	?? [deg]
1	1	1	38.828	42.384	0	2	0	0	0	NA	NA	NA	NA	NA
2	1	2	39.446	42.693	0	2	0	0.691	0.691	NA	0.691	NA	26.565	NA
3	1	3	38.596	42.461	0	2	0	1.573	0.244	NA	0.881	NA	-164.745	168.69
4	1	4	38.982	42.538	0	2	11	1.967	0.219	NA	0.394	NA	11.31	176.055
5	1	5	39.523	42.77	0	2	0	2.556	0.796	NA	0.589	NA	23.199	11.889
6	1	6	39.755	42.925	0	2	0	2.835	1.074	NA	0.279	NA	33.69	10.491
7	1	7	40.451	43.234	0	2	0	3.596	1.833	NA	0.761	NA	23.962	-9.728
8	1	8	40.374	43.234	0	2	0	3.673	1.765	NA	0.077	NA	180	156.038
9	1	9	40.915	43.08	0	2	0	4.236	2.2	NA	0.563	NA	-15.945	164.055
10	1	10	40.76	43.08	0	2	0	4.391	2.054	NA	0.155	NA	180	-164.055
11	1	11	39.91	43.234	0	2	0	5.255	1.376	NA	0.864	NA	169.695	-10.305
12	1	12	40.142	43.234	0	2	0	5.487	1.565	NA	0.232	NA	0	-169.695
13	1	13	39.91	43.08	0	2	0	5.766	1.287	NA	0.279	NA	-146.31	-146.31
14	1	14	40.451	43.08	0	2	0	6.307	1.766	NA	0.541	NA	0	146.31
15	1	15	40.451	43.08	0	2	0	6.307	1.766	NA	0	NA	0	0
16	1	16	40.451	43.08	0	2	0	6.307	1.766	NA	0	NA	0	0
17	1	17	40.992	43.466	0	2	11	6.972	2.42	NA	0.665	NA	35.538	35.538
18	1	18	41.456	43.775	0	2	0	7.529	2.974	NA	0.557	NA	33.69	-1.848
19	1	19	41.688	43.853	0	2	0	7.774	3.215	NA	0.244	NA	18.435	-15.255
20	1	20	41.688	44.007	0	2	0	7.928	3.289	NA	0.155	NA	90	71.565
21	1	21	41.147	44.007	0	2	0	8.47	2.831	NA	0.541	NA	180	90
22	1	22	41.611	44.085	0	2	0	8.94	3.262	NA	0.47	NA	9.462	-170.538
23	1	23	41.611	44.007	0	2	0	9.017	3.222	NA	0.077	NA	-90	-99.462
24	1	24	41.611	43.93	0	2	0	9.094	3.184	NA	0.077	NA	-90	0
25	1	25	41.533	43.698	0	2	0	9.339	3.008	NA	0.244	NA	-108.435	-18.435
26	1	26	41.07	44.007	0	2	0	9.896	2.768	NA	0.557	NA	146.31	-105.255
27	1	27	41.224	43.466	0	2	0	10.459	2.63	NA	0.563	NA	-74.055	139.635
28	1	28	40.992	43.389	0	2	0	10.704	2.387	NA	0.244	NA	-161.565	-87.51
29	1	29	40.606	43.466	0	2	0	11.098	2.082	NA	0.394	NA	168.69	-29.745
30	1	30	40.915	44.316	0	2	0	12.003	2.845	NA	0.905	NA	70.017	-98.673
31	1	31	40.683	43.466	0	2	0	12.884	2.148	NA	0.881	NA	-105.255	-175.272
32	1	32	40.992	43.853	0	2	0	13.379	2.616	NA	0.495	NA	51.34	156.595
33	1	33	41.301	43.93	0	2	0	13.698	2.917	NA	0.319	NA	14.036	-37.304
34	1	34	41.456	44.162	0	2	0	13.977	3.173	NA	0.279	NA	56.31	42.274
35	1	35	41.997	44.239	0	2	0	14.523	3.673	NA	0.547	NA	8.13	-48.18
36	1	36	41.92	44.316	0	2	0	14.633	3.647	NA	0.109	NA	135	126.87
37	1	37	42.152	44.316	0	2	0	14.865	3.845	NA	0.232	NA	0	-135
38	1	38	41.765	44.316	0	2	0	15.251	3.516	NA	0.387	NA	180	180
39	1	39	42.152	44.162	0	2	0	15.667	3.77	NA	0.416	NA	-21.801	158.199
40	1	40	42.616	44.935	0	2	0	16.569	4.567	NA	0.902	NA	59.036	80.838
41	1	41	42.229	45.321	0	2	11	17.116	4.494	NA	0.547	NA	135	75.964
42	1	42	42.229	45.012	0	2	0	17.425	4.299	NA	0.309	NA	-90	135
43	1	43	42.384	45.09	0	2	11	17.598	4.468	NA	0.173	NA	26.565	116.565
44	1	44	42.306	45.012	0	2	0	17.707	4.36	NA	0.109	NA	-135	-161.565
45	1	45	41.997	44.935	0	2	0	18.026	4.069	NA	0.319	NA	-165.964	-30.964
46	1	46	42.384	45.012	0	2	0	18.42	4.422	NA	0.394	NA	11.31	177.274
47	1	47	42.306	45.012	0	2	0	18.497	4.36	NA	0.077	NA	180	168.69
48	1	48	41.92	44.471	0	2	0	19.162	3.731	NA	0.665	NA	-125.538	54.462
49	2	1	47.95	42.306	0	2	0	0	0	NA	NA	NA	NA	NA
50	2	2	47.95	42.306	0	2	0	0	0	NA	0	NA	0	NA
51	2	3	47.95	42.306	0	2	0	0	0	NA	0	NA	0	0
52	2	4	48.491	42.306	0	2	0	0.541	0.541	NA	0.541	NA	0	0
53	2	5	48.491	42.306	0	2	0	0.541	0.541	NA	0	NA	0	0
54	2	6	48.182	42.152	0	2	23	0.887	0.279	NA	0.346	NA	-153.435	-153.435
55	2	7	48.259	42.306	0	2	11	1.06	0.309	NA	0.173	NA	63.435	-143.13
56	2	8	48.568	42.306	0	2	0	1.369	0.618	NA	0.309	NA	0	-63.435
57	2	9	48.491	42.306	0	2	0	1.446	0.541	NA	0.077	NA	180	180
58	2	10	48.491	42.306	0	2	0	1.446	0.541	NA	0	NA	0	-180
59	2	11	48.568	42.306	0	2	0	1.524	0.618	NA	0.077	NA	0	0
60	2	12	48.8	42.384	0	2	0	1.768	0.854	NA	0.244	NA	18.435	18.435
61	2	13	48.8	42.306	0	2	0	1.845	0.85	NA	0.077	NA	-90	-108.435
62	2	14	48.955	42.461	0	2	0	2.064	1.017	NA	0.219	NA	45	135
