Nr	TID	PID	x [micron]	y [micron]	t [sec]	c [idx]	I [val]	Len [micron]	D2S [micron]	D2R [micron]	D2P [micron]	v [micron/sec]	? [deg]	?? [deg]
1	1	1	10.628	10.757	0	2	20	0	0	NA	NA	NA	NA	NA
2	1	2	10.671	10.542	0	2	13	0.219	0.219	NA	0.219	NA	-78.69	NA
3	1	3	11.617	10.199	0	2	87	1.225	1.136	NA	1.006	NA	-19.983	58.707
4	1	4	11.703	9.984	0	2	40	1.457	1.324	NA	0.231	NA	-68.199	-48.215
5	1	5	11.961	9.812	0	2	13	1.767	1.634	NA	0.31	NA	-33.69	34.509
6	1	6	12.047	9.812	0	2	53	1.853	1.705	NA	0.086	NA	0	33.69
7	1	7	12.133	9.984	0	2	13	2.045	1.692	NA	0.192	NA	63.435	63.435
8	1	8	12.133	9.898	0	2	26	2.131	1.733	NA	0.086	NA	-90	-153.435
9	1	9	12.004	10.113	0	2	0	2.382	1.519	NA	0.251	NA	120.964	-149.036
10	1	10	13.122	8.995	0	2	13	3.962	3.053	NA	1.581	NA	-45	-165.964
11	1	11	14.712	7.963	0	2	6	5.858	4.948	NA	1.896	NA	-32.969	12.031
12	1	12	16.131	7.92	0	2	33	7.277	6.191	NA	1.419	NA	-1.736	31.234
13	1	13	16.002	7.92	0	2	20	7.406	6.076	NA	0.129	NA	180	-178.264
14	1	14	17.248	7.447	0	2	20	8.74	7.401	NA	1.333	NA	-20.772	159.228
15	1	15	17.119	7.834	0	2	0	9.147	7.119	NA	0.408	NA	108.435	129.207
16	1	16	17.076	8.006	0	2	20	9.325	7.01	NA	0.177	NA	104.036	-4.399
17	1	17	16.69	7.705	0	2	20	9.815	6.786	NA	0.49	NA	-142.125	113.839
18	1	18	16.862	8.178	0	2	33	10.318	6.746	NA	0.503	NA	70.017	-147.858
19	1	19	16.904	8.651	0	2	20	10.793	6.62	NA	0.475	NA	84.806	14.789
20	1	20	17.42	8.393	0	2	13	11.369	7.192	NA	0.577	NA	-26.565	-111.371
21	1	21	17.076	8.264	0	2	13	11.737	6.913	NA	0.367	NA	-159.444	-132.879
22	1	22	16.904	7.92	0	2	26	12.121	6.888	NA	0.384	NA	-116.565	42.879
23	1	23	16.561	7.619	0	2	6	12.578	6.711	NA	0.457	NA	-138.814	-22.249
24	1	24	16.26	7.404	0	2	6	12.948	6.554	NA	0.37	NA	-144.462	-5.648
25	1	25	16.217	7.361	0	2	0	13.009	6.539	NA	0.061	NA	-135	9.462
26	2	1	17.463	7.404	0	2	13	0	0	NA	NA	NA	NA	NA
27	2	2	17.291	7.233	0	2	40	0.243	0.243	NA	0.243	NA	-135	NA
28	2	3	17.721	7.533	0	2	46	0.768	0.288	NA	0.525	NA	34.992	169.992
29	2	4	17.764	7.061	0	2	40	1.243	0.457	NA	0.475	NA	-84.806	-119.798
30	2	5	17.85	6.975	0	2	33	1.364	0.578	NA	0.122	NA	-45	39.806
31	2	6	17.85	7.318	0	2	20	1.708	0.396	NA	0.344	NA	90	135
32	2	7	17.678	7.576	0	2	13	2.018	0.275	NA	0.31	NA	123.69	33.69
33	2	8	17.463	7.49	0	2	33	2.25	0.086	NA	0.231	NA	-158.199	78.111
34	2	9	17.506	7.748	0	2	0	2.511	0.347	NA	0.261	NA	80.538	-121.264
35	2	10	17.205	8.049	0	2	13	2.937	0.694	NA	0.426	NA	135	54.462
36	2	11	17.721	8.006	0	2	6	3.454	0.655	NA	0.518	NA	-4.764	-139.764
37	2	12	17.893	8.006	0	2	6	3.626	0.74	NA	0.172	NA	0	4.764
38	2	13	17.592	7.92	0	2	0	3.939	0.532	NA	0.313	NA	-164.055	-164.055
39	2	14	17.635	7.963	0	2	0	4	0.585	NA	0.061	NA	45	-150.945
40	2	15	17.162	8.221	0	2	13	4.539	0.87	NA	0.539	NA	151.39	106.39
41	2	16	16.346	8.178	0	2	46	5.356	1.359	NA	0.818	NA	-176.987	31.623
42	2	17	16.303	8.092	0	2	26	5.453	1.349	NA	0.096	NA	-116.565	60.422
43	2	18	15.959	8.092	0	2	26	5.796	1.654	NA	0.344	NA	180	-63.435
44	2	19	16.088	7.834	0	2	6	6.085	1.441	NA	0.288	NA	-63.435	116.565
45	2	20	15.056	8.178	0	2	20	7.172	2.529	NA	1.087	NA	161.565	-135
46	2	21	16.217	7.834	0	2	13	8.383	1.319	NA	1.211	NA	-16.504	-178.069
47	2	22	16.432	7.619	0	2	26	8.687	1.054	NA	0.304	NA	-45	-28.496
48	2	23	17.119	7.147	0	2	6	9.521	0.43	NA	0.835	NA	-34.509	10.491
49	3	1	11.746	14.712	0	2	6	0	0	NA	NA	NA	NA	NA
50	3	2	12.563	14.583	0	2	53	0.827	0.827	NA	0.827	NA	-8.973	NA
51	3	3	14.411	13.38	0	2	26	3.033	2.98	NA	2.206	NA	-33.071	-24.098
52	3	4	14.755	13.122	0	2	13	3.462	3.404	NA	0.43	NA	-36.87	-3.799
53	3	5	15.013	13.294	0	2	33	3.772	3.562	NA	0.31	NA	33.69	70.56
54	3	6	14.669	13.208	0	2	6	4.127	3.288	NA	0.354	NA	-165.964	160.346
55	3	7	14.884	13.079	0	2	13	4.378	3.538	NA	0.251	NA	-30.964	135
56	3	8	14.411	12.993	0	2	26	4.858	3.172	NA	0.481	NA	-169.695	-138.731
57	3	9	14.497	12.993	0	2	20	4.944	3.244	NA	0.086	NA	0	169.695
58	3	10	14.798	12.864	0	2	20	5.272	3.568	NA	0.327	NA	-23.199	-23.199
59	3	11	14.712	12.993	0	2	20	5.427	3.428	NA	0.155	NA	123.69	146.889
