 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,43.114,26.386,0,0,2,4,0,2
2,0.000,0,0,0,6.122,23.885,0,0,2,4,0,2
