 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,23,23,23,23.764,7.345,0.268,23,2,195,0,2
2,0.000,0,0,0,42.883,51.417,0.000,0,2,195,0,2
