Nr	TID	PID	x [micron]	y [micron]	t [sec]	c [idx]	I [val]	Len [micron]	D2S [micron]	D2R [micron]	D2P [micron]	v [micron/sec]	? [deg]	?? [deg]
1	1	1	12.532	18.125	0	2	121	0	0	NA	NA	NA	NA	NA
2	1	2	12.654	18.206	0	2	46	0.146	0.146	NA	0.146	NA	33.69	NA
3	1	3	12.654	18.206	0	2	65	0.146	0.146	NA	0	NA	0	-33.69
4	1	4	12.654	18.287	0	2	18	0.227	0.203	NA	0.081	NA	90	90
5	1	5	12.654	18.287	0	2	27	0.227	0.203	NA	0	NA	0	-90
6	1	6	12.654	18.287	0	2	37	0.227	0.203	NA	0	NA	0	0
7	1	7	12.654	18.368	0	2	46	0.308	0.272	NA	0.081	NA	90	90
8	1	8	12.816	18.449	0	2	83	0.489	0.431	NA	0.181	NA	26.565	-63.435
9	1	9	12.654	18.692	0	2	83	0.782	0.58	NA	0.292	NA	123.69	97.125
10	1	10	13.059	19.138	0	2	9	1.384	1.142	NA	0.602	NA	47.726	-75.964
11	1	11	13.059	18.935	0	2	9	1.587	0.967	NA	0.203	NA	-90	-137.726
12	2	1	12.694	15.653	0	2	9	0	0	NA	NA	NA	NA	NA
13	2	2	12.289	16.139	0	2	186	0.633	0.633	NA	0.633	NA	129.806	NA
14	2	3	12.208	16.301	0	2	195	0.814	0.81	NA	0.181	NA	116.565	-13.241
15	2	4	11.924	16.423	0	2	255	1.123	1.089	NA	0.309	NA	156.801	40.236
16	2	5	11.924	16.423	0	2	223	1.123	1.089	NA	0	NA	0	-156.801
17	2	6	11.924	16.423	0	2	255	1.123	1.089	NA	0	NA	0	0
18	2	7	11.884	16.301	0	2	233	1.251	1.038	NA	0.128	NA	-108.435	-108.435
19	2	8	12.087	16.301	0	2	186	1.454	0.889	NA	0.203	NA	0	108.435
20	2	9	12.087	16.463	0	2	149	1.616	1.013	NA	0.162	NA	90	90
21	2	10	12.289	16.423	0	2	93	1.822	0.87	NA	0.207	NA	-11.31	-101.31
22	2	11	12.249	16.382	0	2	83	1.88	0.855	NA	0.057	NA	-135	-123.69
23	2	12	12.249	16.382	0	2	111	1.88	0.855	NA	0	NA	0	135
24	3	1	10.709	14.64	0	2	37	0	0	NA	NA	NA	NA	NA
25	3	2	10.709	14.64	0	2	55	0	0	NA	0	NA	0	NA
26	3	3	10.871	14.599	0	2	37	0.167	0.167	NA	0.167	NA	-14.036	-14.036
27	3	4	10.871	14.599	0	2	55	0.167	0.167	NA	0	NA	0	14.036
28	3	5	10.871	14.477	0	2	18	0.289	0.229	NA	0.122	NA	-90	-90
29	3	6	10.952	14.437	0	2	65	0.379	0.317	NA	0.091	NA	-26.565	63.435
30	3	7	10.952	14.437	0	2	46	0.379	0.317	NA	0	NA	0	26.565
31	3	8	11.033	14.437	0	2	27	0.46	0.382	NA	0.081	NA	0	0
32	3	9	11.235	14.518	0	2	46	0.679	0.541	NA	0.218	NA	21.801	21.801
33	3	10	11.398	14.761	0	2	65	0.971	0.7	NA	0.292	NA	56.31	34.509
34	3	11	11.519	14.761	0	2	27	1.092	0.82	NA	0.122	NA	0	-56.31
35	3	12	11.56	14.761	0	2	37	1.133	0.86	NA	0.041	NA	0	0
36	3	13	11.56	14.761	0	2	0	1.133	0.86	NA	0	NA	0	0
37	3	14	11.438	14.761	0	2	9	1.254	0.74	NA	0.122	NA	180	180
38	3	15	11.479	14.761	0	2	9	1.295	0.78	NA	0.041	NA	0	-180
39	3	16	11.803	14.842	0	2	18	1.629	1.113	NA	0.334	NA	14.036	14.036
40	4	1	13.221	20.435	0	2	9	0	0	NA	NA	NA	NA	NA
41	4	2	13.343	20.435	0	2	18	0.122	0.122	NA	0.122	NA	0	NA
42	4	3	13.14	19.948	0	2	18	0.648	0.493	NA	0.527	NA	-112.62	-112.62
43	4	4	13.019	19.705	0	2	37	0.92	0.757	NA	0.272	NA	-116.565	-3.945
44	4	5	13.14	19.705	0	2	9	1.042	0.734	NA	0.122	NA	0	116.565
45	4	6	12.856	19.665	0	2	37	1.328	0.852	NA	0.287	NA	-171.87	-171.87
46	4	7	12.654	19.219	0	2	18	1.818	1.342	NA	0.49	NA	-114.444	57.426
47	4	8	12.451	19.097	0	2	46	2.054	1.543	NA	0.236	NA	-149.036	-34.592
48	4	9	12.897	19.3	0	2	18	2.544	1.18	NA	0.49	NA	24.444	173.48
49	4	10	12.735	19.584	0	2	37	2.871	0.98	NA	0.327	NA	119.745	95.301
50	4	11	12.816	19.584	0	2	37	2.952	0.943	NA	0.081	NA	0	-119.745
51	4	12	12.816	19.786	0	2	37	3.154	0.765	NA	0.203	NA	90	90
52	4	13	12.816	19.786	0	2	46	3.154	0.765	NA	0	NA	0	-90
53	4	14	13.181	19.867	0	2	18	3.528	0.569	NA	0.374	NA	12.529	12.529
54	4	15	13.14	20.029	0	2	27	3.695	0.413	NA	0.167	NA	104.036	91.507
55	4	16	13.1	20.354	0	2	0	4.022	0.146	NA	0.327	NA	97.125	-6.911
56	4	17	13.181	20.191	0	2	74	4.203	0.247	NA	0.181	NA	-63.435	-160.56
57	4	18	13.14	20.232	0	2	37	4.26	0.218	NA	0.057	NA	135	-161.565
58	4	19	13.14	20.232	0	2	0	4.26	0.218	NA	0	NA	0	-135
59	4	20	13.059	20.354	0	2	18	4.406	0.181	NA	0.146	NA	123.69	123.69
60	4	21	13.262	20.637	0	2	65	4.755	0.207	NA	0.349	NA	54.462	-69.228
61	4	22	13.221	20.637	0	2	9	4.796	0.203	NA	0.041	NA	180	125.538
62	4	23	12.856	20.394	0	2	27	5.234	0.367	NA	0.438	NA	-146.31	33.69
63	4	24	13.019	20.475	0	2	9	5.415	0.207	NA	0.181	NA	26.565	172.875
64	4	25	13.1	20.475	0	2	55	5.496	0.128	NA	0.081	NA	0	-26.565
65	4	26	13.019	20.232	0	2	37	5.753	0.287	NA	0.256	NA	-108.435	-108.435
66	4	27	12.978	20.516	0	2	18	6.039	0.256	NA	0.287	NA	98.13	-153.435
67	4	28	12.897	20.475	0	2	18	6.13	0.327	NA	0.091	NA	-153.435	108.435
68	4	29	12.816	20.394	0	2	0	6.244	0.407	NA	0.115	NA	-135	18.435
69	5	1	11.884	20.273	0	2	9	0	0	NA	NA	NA	NA	NA
70	5	2	11.803	20.718	0	2	9	0.453	0.453	NA	0.453	NA	100.305	NA
71	5	3	12.046	21.083	0	2	9	0.891	0.827	NA	0.438	NA	56.31	-43.995
72	5	4	11.884	21.488	0	2	0	1.328	1.216	NA	0.436	NA	111.801	55.491
73	5	5	11.803	21.164	0	2	37	1.662	0.895	NA	0.334	NA	-104.036	144.162
74	5	6	11.843	20.637	0	2	9	2.19	0.367	NA	0.528	NA	-85.601	18.435
75	5	7	11.641	20.151	0	2	0	2.717	0.272	NA	0.527	NA	-112.62	-27.019
