 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,14.840,20.703,0,0,2,1,0,2
2,0.000,0,0,0,20.153,11.267,0,0,2,1,0,2
