 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,118,118,118,35.108,17.627,0.631,118,3,46,0,2
2,0.000,59,59,59,7.973,18.286,0.316,59,3,46,0,2
