 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,9,9,9,30.290,42.080,0.083,9,2,1,0,2
2,0.000,0,0,0,21.855,3.067,0.000,0,2,1,0,2
