 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,29,29,29,32.692,7.265,0.488,29,3,1,0,2
2,0.000,17,17,17,28.410,50.724,0.286,17,3,1,0,2
