 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,23.757,4.346,0,0,2,1,0,2
2,0.000,0,0,0,3.766,21.440,0,0,2,1,0,2
