Nr	TID	PID	x [micron]	y [micron]	t [sec]	c [idx]	I [val]	Len [micron]	D2S [micron]	D2R [micron]	D2P [micron]	v [micron/sec]	? [deg]	?? [deg]
1	1	1	6.389	15.015	0	2	186	0	0	NA	NA	NA	NA	NA
2	1	2	6.389	15.073	0	2	177	0.058	0.058	NA	0.058	NA	90	NA
3	1	3	6.418	15.102	0	2	158	0.099	0.092	NA	0.041	NA	45	-45
4	1	4	6.418	15.102	0	2	111	0.099	0.092	NA	0	NA	0	-45
5	1	5	6.418	15.102	0	2	83	0.099	0.092	NA	0	NA	0	0
6	1	6	6.418	15.102	0	2	102	0.099	0.092	NA	0	NA	0	0
7	1	7	6.418	15.102	0	2	37	0.099	0.092	NA	0	NA	0	0
8	1	8	6.418	15.102	0	2	93	0.099	0.092	NA	0	NA	0	0
9	1	9	6.418	15.102	0	2	102	0.099	0.092	NA	0	NA	0	0
10	1	10	6.418	15.102	0	2	83	0.099	0.092	NA	0	NA	0	0
11	1	11	6.214	15.102	0	2	18	0.303	0.195	NA	0.204	NA	180	180
12	1	12	6.214	15.102	0	2	65	0.303	0.195	NA	0	NA	0	-180
13	1	13	6.214	15.102	0	2	37	0.303	0.195	NA	0	NA	0	0
14	1	14	6.855	15.743	0	2	55	1.21	0.865	NA	0.907	NA	45	45
15	1	15	6.884	15.743	0	2	65	1.239	0.881	NA	0.029	NA	0	-45
16	1	16	6.826	15.743	0	2	37	1.298	0.85	NA	0.058	NA	180	180
17	1	17	6.739	15.743	0	2	65	1.385	0.808	NA	0.087	NA	180	0
18	1	18	8.283	16.297	0	2	37	3.026	2.287	NA	1.641	NA	19.722	-160.278
19	1	19	8.341	16.297	0	2	37	3.084	2.336	NA	0.058	NA	0	-19.722
20	1	20	8.341	16.297	0	2	65	3.084	2.336	NA	0	NA	0	0
21	1	21	8.516	16.501	0	2	18	3.353	2.595	NA	0.269	NA	49.399	49.399
22	1	22	8.254	16.384	0	2	46	3.64	2.314	NA	0.287	NA	-156.038	154.564
23	1	23	8.254	16.384	0	2	27	3.64	2.314	NA	0	NA	0	156.038
24	1	24	8.254	16.472	0	2	9	3.727	2.367	NA	0.087	NA	90	90
25	1	25	8.225	16.559	0	2	18	3.819	2.399	NA	0.092	NA	108.435	18.435
