 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,9.455,27.526,0,0,2,43,0,2
2,0.000,0,0,0,23.713,4.346,0,0,2,43,0,2
