 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,28.482,6.251,0.000,0,2,41,0,2
2,0.000,18,18,18,8.570,17.399,0.075,18,2,41,0,2
