 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,34.359,11.344,0.000,0,2,1,0,2
2,0.000,10,10,10,15.816,48.758,0.119,10,2,1,0,2
