 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,37.530,43.745,0,0,2,1,0,2
2,0.000,0,0,0,8.008,13.864,0,0,2,1,0,2
